"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1970",2.55237970789248,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1971",2.85135211850853,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1972",3.18366717734074,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1973",3.83718307899072,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1974",4.69019915810017,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1975",5.20200880556584,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1976",5.79384080833559,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1977",6.26786212135211,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1978",6.59017438577132,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1979",7.46041749970317,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1980",8.43457853337019,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1981",9.70771197782605,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1982",10.0550312282778,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1983",10.6296361962251,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1984",11.8538670902174,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1985",13.0619823709887,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1986",13.9702528799424,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1987",14.7789322108205,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1988",18.1088387994144,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1989",22.5876027086384,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1990",22.9336440702782,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1991",23.5288352122987,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1992",23.8887182284041,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1993",24.5115926793558,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1994",25.3895490483163,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1995",25.6960428257687,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1996",25.9036676427526,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1997",26.9417917276721,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1998",28.9211483162519,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1999",31.0191476573939,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2000",33.5956727672036,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2001",37.3685122986824,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2002",44.3723894582724,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2003",52.3756566617863,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2004",55.6470000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2005",56.6647500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2006",60.5795000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2007",66.9602500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2008",69.6027500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2009",72.4212500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2010",80.8770000000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2011",79.1347500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2012",78.8802500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1065000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2014",91.7202500000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2016",105.5,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2017",114.30825,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2018",112.66375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2019",108.08375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2020",113.9165,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2021",133.763749998987,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1970",56.0705703636181,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1971",57.5336683088716,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1972",58.5415290200191,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1973",60.6222855166952,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1974",61.5312180239619,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1975",57.2195945311226,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1976",56.9086755056419,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1977",55.7731380325083,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1978",53.1555080922145,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1979",53.7231200184399,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1980",54.634557140971,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1981",56.3392367888983,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1982",52.7441361717122,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1983",51.5911233608122,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1984",52.952889123137,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1985",54.9166901488382,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1986",54.8673539072108,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1987",54.5282180269614,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1988",61.2789005841103,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1989",69.1183791184863,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1990",65.2278812666446,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1991",66.4014631251847,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1992",65.4781826093781,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1993",65.4857394495335,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1994",64.8137355700921,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1995",62.9482682458816,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1996",60.3281640640679,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1997",60.561396763745,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1998",64.2418517571816,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1999",65.8670304578843,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2000",67.552156265146,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2001",69.4886503430641,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.952317432615,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2003",91.4274365710728,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2004",90.8647468222428,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2005",88.0123889959663,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2006",89.4828285593275,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2007",91.1379526123707,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2008",88.5008125611893,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2009",87.6279344853418,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2010",94.0809147369214,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2011",86.5098837913984,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2012",85.0562770836208,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2013",88.3212254519757,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2014",92.9340143864033,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.005132319995,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2017",112.312504099146,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2018",107.676676106546,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2019",100.62248545806,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2020",100.193168715294,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2021",113.635737024755,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1973",40.9202226776953,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1974",45.0634628578528,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1975",42.9199688125057,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1976",41.7044262021411,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1977",40.6310463518891,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1978",39.4633866578812,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1979",41.1628416881265,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1980",43.5727946220104,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1981",46.4066179528139,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1982",43.0479156354136,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1983",41.7513900552551,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1984",43.3761370431683,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1985",44.0623492168038,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1986",42.7376592999209,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1987",40.9724734265207,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1988",44.966495222023,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1989",51.3443629060265,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1990",49.1966517096209,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1991",48.8618406318972,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1992",49.1467726578147,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1993",50.192651980225,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1994",51.6288818312826,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1995",51.3755056684828,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1996",50.253899759082,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1997",50.7804804540938,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1998",52.9008385463851,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1999",55.2586704768745,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2000",58.0622637742221,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2001",62.6188619679945,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2002",72.5584890914607,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2003",84.071712955004,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2004",87.1543638110769,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2005",86.8240217694857,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2006",89.890107367323,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2007",94.1712136617344,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2008",90.9112148108512,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2009",88.5577050137218,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2010",94.8306578370349,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2011",88.7311758609031,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2012",84.9053447781187,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2013",87.6314589946302,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2014",93.2282602506191,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2016",104.714437377201,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2017",112.746812961287,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2018",110.409279359264,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2019",105.540590884672,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2020",112.289605937703,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2021",132.074487912391,
"AUS","HOUSECOST","REAL","IDX2015","A","1970",26.1806539680521,
"AUS","HOUSECOST","REAL","IDX2015","A","1971",27.2890721584115,
"AUS","HOUSECOST","REAL","IDX2015","A","1972",28.6692261656791,
"AUS","HOUSECOST","REAL","IDX2015","A","1973",31.7720245163363,
"AUS","HOUSECOST","REAL","IDX2015","A","1974",33.7310213799249,
"AUS","HOUSECOST","REAL","IDX2015","A","1975",31.9267667390614,
"AUS","HOUSECOST","REAL","IDX2015","A","1976",31.2118298517628,
"AUS","HOUSECOST","REAL","IDX2015","A","1977",30.6139377374785,
"AUS","HOUSECOST","REAL","IDX2015","A","1978",29.6854136504665,
"AUS","HOUSECOST","REAL","IDX2015","A","1979",30.6479263224185,
"AUS","HOUSECOST","REAL","IDX2015","A","1980",31.400349177361,
"AUS","HOUSECOST","REAL","IDX2015","A","1981",33.0949934346281,
"AUS","HOUSECOST","REAL","IDX2015","A","1982",31.0746076186855,
"AUS","HOUSECOST","REAL","IDX2015","A","1983",30.0530655841456,
"AUS","HOUSECOST","REAL","IDX2015","A","1984",31.50492002695,
"AUS","HOUSECOST","REAL","IDX2015","A","1985",32.554505580687,
"AUS","HOUSECOST","REAL","IDX2015","A","1986",32.2070243643235,
"AUS","HOUSECOST","REAL","IDX2015","A","1987",31.6055301266207,
"AUS","HOUSECOST","REAL","IDX2015","A","1988",36.1900181445422,
"AUS","HOUSECOST","REAL","IDX2015","A","1989",42.4289696371954,
"AUS","HOUSECOST","REAL","IDX2015","A","1990",40.480378687766,
"AUS","HOUSECOST","REAL","IDX2015","A","1991",40.0494848525367,
"AUS","HOUSECOST","REAL","IDX2015","A","1992",39.9234952923185,
"AUS","HOUSECOST","REAL","IDX2015","A","1993",40.1285059231915,
"AUS","HOUSECOST","REAL","IDX2015","A","1994",40.9197008169815,
"AUS","HOUSECOST","REAL","IDX2015","A","1995",40.2986658504244,
"AUS","HOUSECOST","REAL","IDX2015","A","1996",39.830467314624,
"AUS","HOUSECOST","REAL","IDX2015","A","1997",40.8667507130045,
"AUS","HOUSECOST","REAL","IDX2015","A","1998",43.2652949819841,
"AUS","HOUSECOST","REAL","IDX2015","A","1999",45.8750658479743,
"AUS","HOUSECOST","REAL","IDX2015","A","2000",48.0536426232296,
"AUS","HOUSECOST","REAL","IDX2015","A","2001",51.6503814246767,
"AUS","HOUSECOST","REAL","IDX2015","A","2002",59.747665134662,
"AUS","HOUSECOST","REAL","IDX2015","A","2003",69.1385053385625,
"AUS","HOUSECOST","REAL","IDX2015","A","2004",72.4167360018208,
"AUS","HOUSECOST","REAL","IDX2015","A","2005",72.181944938955,
"AUS","HOUSECOST","REAL","IDX2015","A","2006",74.5142642836873,
"AUS","HOUSECOST","REAL","IDX2015","A","2007",79.8483486359165,
"AUS","HOUSECOST","REAL","IDX2015","A","2008",80.3669948411761,
"AUS","HOUSECOST","REAL","IDX2015","A","2009",81.5167248268157,
"AUS","HOUSECOST","REAL","IDX2015","A","2010",89.1564119231941,
"AUS","HOUSECOST","REAL","IDX2015","A","2011",85.3348173601293,
"AUS","HOUSECOST","REAL","IDX2015","A","2012",83.1596763881235,
"AUS","HOUSECOST","REAL","IDX2015","A","2013",86.716992955631,
"AUS","HOUSECOST","REAL","IDX2015","A","2014",92.9259622985083,
"AUS","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","REAL","IDX2015","A","2016",104.633038341297,
"AUS","HOUSECOST","REAL","IDX2015","A","2017",111.981782444273,
"AUS","HOUSECOST","REAL","IDX2015","A","2018",108.662766750623,
"AUS","HOUSECOST","REAL","IDX2015","A","2019",102.545261704008,
"AUS","HOUSECOST","REAL","IDX2015","A","2020",107.189185729492,
"AUS","HOUSECOST","REAL","IDX2015","A","2021",123.745137219829,
"AUS","HOUSECOST","RENT","IDX2015","A","1973",9.366454920838,
"AUS","HOUSECOST","RENT","IDX2015","A","1974",10.4147668018458,
"AUS","HOUSECOST","RENT","IDX2015","A","1975",12.123976515497,
"AUS","HOUSECOST","RENT","IDX2015","A","1976",13.901551737694,
"AUS","HOUSECOST","RENT","IDX2015","A","1977",15.4284444285555,
"AUS","HOUSECOST","RENT","IDX2015","A","1978",16.7046520880815,
"AUS","HOUSECOST","RENT","IDX2015","A","1979",18.1175972646996,
"AUS","HOUSECOST","RENT","IDX2015","A","1980",19.3482274185284,
"AUS","HOUSECOST","RENT","IDX2015","A","1981",20.9206951150868,
"AUS","HOUSECOST","RENT","IDX2015","A","1982",23.3819529227441,
"AUS","HOUSECOST","RENT","IDX2015","A","1983",25.4557906819738,
"AUS","HOUSECOST","RENT","IDX2015","A","1984",27.3245234155654,
"AUS","HOUSECOST","RENT","IDX2015","A","1985",29.649048706131,
"AUS","HOUSECOST","RENT","IDX2015","A","1986",32.7028265878533,
"AUS","HOUSECOST","RENT","IDX2015","A","1987",36.0756670094583,
"AUS","HOUSECOST","RENT","IDX2015","A","1988",40.200552525069,
"AUS","HOUSECOST","RENT","IDX2015","A","1989",44.0063855007981,
"AUS","HOUSECOST","RENT","IDX2015","A","1990",46.6271708283963,
"AUS","HOUSECOST","RENT","IDX2015","A","1991",48.1540635192578,
"AUS","HOUSECOST","RENT","IDX2015","A","1992",48.6098560762319,
"AUS","HOUSECOST","RENT","IDX2015","A","1993",48.8377461047182,
"AUS","HOUSECOST","RENT","IDX2015","A","1994",49.1795861474482,
"AUS","HOUSECOST","RENT","IDX2015","A","1995",50.0227937528492,
"AUS","HOUSECOST","RENT","IDX2015","A","1996",51.5496864437107,
"AUS","HOUSECOST","RENT","IDX2015","A","1997",53.0537916317239,
"AUS","HOUSECOST","RENT","IDX2015","A","1998",54.6718393339798,
"AUS","HOUSECOST","RENT","IDX2015","A","1999",56.1303620162952,
"AUS","HOUSECOST","RENT","IDX2015","A","2000",57.8623622327952,
"AUS","HOUSECOST","RENT","IDX2015","A","2001",59.6627224578402,
"AUS","HOUSECOST","RENT","IDX2015","A","2002",61.1440351430043,
"AUS","HOUSECOST","RENT","IDX2015","A","2003",62.2835102854387,
"AUS","HOUSECOST","RENT","IDX2015","A","2004",63.8559779819971,
"AUS","HOUSECOST","RENT","IDX2015","A","2005",65.2689231586153,
"AUS","HOUSECOST","RENT","IDX2015","A","2006",67.3883384235422,
"AUS","HOUSECOST","RENT","IDX2015","A","2007",71.0802288850285,
"AUS","HOUSECOST","RENT","IDX2015","A","2008",76.6408470801058,
"AUS","HOUSECOST","RENT","IDX2015","A","2009",81.7456827182102,
"AUS","HOUSECOST","RENT","IDX2015","A","2010",85.300833162604,
"AUS","HOUSECOST","RENT","IDX2015","A","2011",89.2206111525762,
"AUS","HOUSECOST","RENT","IDX2015","A","2012",92.9125016140625,
"AUS","HOUSECOST","RENT","IDX2015","A","2013",95.9662819957851,
"AUS","HOUSECOST","RENT","IDX2015","A","2014",98.3819622977451,
"AUS","HOUSECOST","RENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","RENT","IDX2015","A","2016",100.752062594008,
"AUS","HOUSECOST","RENT","IDX2015","A","2017",101.39016267377,
"AUS","HOUSECOST","RENT","IDX2015","A","2018",102.05103775638,
"AUS","HOUSECOST","RENT","IDX2015","A","2019",102.415712801964,
"AUS","HOUSECOST","RENT","IDX2015","A","2020",101.458537682317,
"AUS","HOUSECOST","RENT","IDX2015","A","2021",101.27623765953,
"AUS","HOUSECOST","RENT","IDX2015","A","2022",103.646337956034,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2000",58.5838607572213,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2001",59.0818235759494,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2002",59.4186807753165,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2003",59.5797863924051,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2004",58.437401107595,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2005",61.3519481803798,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2006",63.871054193038,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2007",66.8588310917722,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2008",67.576483386076,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2009",70.2127571202533,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2010",76.7975000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2011",81.5975000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2012",87.5700000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2013",92.1000000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2014",95.3300000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2016",108.5325,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2017",114.26,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2018",119.64,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2019",126.6,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2020",136.31125,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2021",153.2625,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2022",171.045000002011,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2000",82.1474814358706,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.723812953106,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.8730024771119,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2003",78.6480091068719,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2004",74.801764515146,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2005",74.0789695846299,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2006",74.00537808675,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2007",74.186133485309,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2008",73.0042921394861,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2009",76.0268319612676,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2010",82.6880309778001,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2011",85.8923495874115,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2012",89.0766831231461,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2013",94.1608271964627,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2014",95.5778827571459,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.462490241441,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2017",107.948810736594,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2018",109.974608213782,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2019",113.075093976942,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2020",124.086760071543,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2021",134.252184275328,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2022",140.139034450578,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2000",94.9301558151458,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2001",93.1077461370913,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2002",92.0962760135374,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2003",88.4778971892811,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2004",83.8710233983053,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2005",85.1295975997836,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2006",86.6759611046749,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2007",88.9794047675386,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2008",88.8167174292926,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2009",88.1608871511863,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2010",92.7494387638831,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2011",95.3808544373183,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2012",98.0493912005969,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2013",100.018496658356,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2014",99.5795588155543,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2016",105.309666728831,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2017",106.464382794954,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2018",107.480366621838,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2019",110.44712834126,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2020",114.231442153257,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2021",126.021139113092,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2022",139.405707334685,
"AUT","HOUSECOST","REAL","IDX2015","A","2000",78.0078800747452,
"AUT","HOUSECOST","REAL","IDX2015","A","2001",76.8423346736835,
"AUT","HOUSECOST","REAL","IDX2015","A","2002",76.4976686809156,
"AUT","HOUSECOST","REAL","IDX2015","A","2003",75.5396924341411,
"AUT","HOUSECOST","REAL","IDX2015","A","2004",72.8409326608563,
"AUT","HOUSECOST","REAL","IDX2015","A","2005",74.6656396959629,
"AUT","HOUSECOST","REAL","IDX2015","A","2006",76.1345274370079,
"AUT","HOUSECOST","REAL","IDX2015","A","2007",77.7652206100322,
"AUT","HOUSECOST","REAL","IDX2015","A","2008",76.9841435666256,
"AUT","HOUSECOST","REAL","IDX2015","A","2009",79.7191149903951,
"AUT","HOUSECOST","REAL","IDX2015","A","2010",85.6908743803758,
"AUT","HOUSECOST","REAL","IDX2015","A","2011",88.2560041913549,
"AUT","HOUSECOST","REAL","IDX2015","A","2012",92.5352037915963,
"AUT","HOUSECOST","REAL","IDX2015","A","2013",95.3272678972359,
"AUT","HOUSECOST","REAL","IDX2015","A","2014",96.7181973196016,
"AUT","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","REAL","IDX2015","A","2016",106.989257621114,
"AUT","HOUSECOST","REAL","IDX2015","A","2017",110.692051994718,
"AUT","HOUSECOST","REAL","IDX2015","A","2018",113.628025430203,
"AUT","HOUSECOST","REAL","IDX2015","A","2019",118.178158577455,
"AUT","HOUSECOST","REAL","IDX2015","A","2020",125.371325880577,
"AUT","HOUSECOST","REAL","IDX2015","A","2021",137.838618343366,
"AUT","HOUSECOST","REAL","IDX2015","A","2022",143.089584133876,
"AUT","HOUSECOST","RENT","IDX2015","A","1966",6.67705693946615,
"AUT","HOUSECOST","RENT","IDX2015","A","1967",7.07486512479098,
"AUT","HOUSECOST","RENT","IDX2015","A","1968",7.57059493197715,
"AUT","HOUSECOST","RENT","IDX2015","A","1969",8.1230753851017,
"AUT","HOUSECOST","RENT","IDX2015","A","1970",9.04276350199559,
"AUT","HOUSECOST","RENT","IDX2015","A","1971",10.2022482155196,
"AUT","HOUSECOST","RENT","IDX2015","A","1972",11.2382178923437,
"AUT","HOUSECOST","RENT","IDX2015","A","1973",12.5412488811004,
"AUT","HOUSECOST","RENT","IDX2015","A","1974",13.1888690479556,
"AUT","HOUSECOST","RENT","IDX2015","A","1975",14.5792490953968,
"AUT","HOUSECOST","RENT","IDX2015","A","1976",17.1491460321163,
"AUT","HOUSECOST","RENT","IDX2015","A","1977",18.9640429733743,
